,game_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type,results
40139,3199585,2019,23. Matchday,2020-02-05,1160,2969,2,0,18.0,17.0,Bernard Blaquart,Stéphane Jobard,Stade des Costières,11705.0,Florent Batta,4-2-3-1,4-2-3-1,Nîmes Olympique,Dijon FCO,2:0,domestic_league,1
40140,3199586,2019,23. Matchday,2020-02-05,969,347,1,1,5.0,16.0,Michel Der Zakarian,Vincent Hognon,Stade de la Mosson,10786.0,Hakim Ben El Hadj,3-4-1-2,3-5-2 flat,Montpellier HSC,Football Club de Metz,1:1,domestic_league,0
40141,3199587,2019,23. Matchday,2020-02-04,1082,273,1,0,4.0,3.0,Christophe Galtier,Julien Stéphan,Decathlon Arena-Stade Pierre-Mauroy,35030.0,Johan Hamel,4-4-2,4-4-2 double 6,Lille Olympique Sporting Club,Stade Rennais Football Club,1:0,domestic_league,1
40142,3199588,2019,23. Matchday,2020-02-04,162,1420,1,0,10.0,13.0,Robert Moreno,Stéphane Moulin,Stade Louis-II,3585.0,Jérémy Stinat,4-3-1-2,4-1-4-1,Association sportive de Monaco Football Club,Angers Sporting Club de l'Ouest,1:0,domestic_league,1
40143,3199589,2019,23. Matchday,2020-02-05,1041,1416,0,0,6.0,19.0,Rudi Garcia,Luka Elsner,Groupama Stadium,36670.0,Jérôme Miguelgorry,4-4-2,4-2-3-1,Olympique Lyonnais,Amiens SC,0:0,domestic_league,0
40144,3199590,2019,23. Matchday,2020-02-05,3911,40,1,1,14.0,12.0,Olivier Dall'Oglio,Paulo Sousa,Stade Francis-Le Blé,13087.0,Willy Delajod,4-4-2,4-2-3-1,Stade brestois 29,FC Girondins Bordeaux,1:1,domestic_league,0
40145,3199591,2019,24. Matchday,2020-02-08,273,3911,0,0,3.0,13.0,Julien Stéphan,Olivier Dall'Oglio,Roazhon Park,28436.0,Ruddy Buquet,4-4-2,4-2-3-1,Stade Rennais Football Club,Stade brestois 29,0:0,domestic_league,0
40146,3199592,2019,24. Matchday,2020-02-09,583,1041,4,2,1.0,9.0,Thomas Tuchel,Rudi Garcia,Parc des Princes,47000.0,Clément Turpin,4-4-2 double 6,4-2-3-1,Paris Saint-Germain Football Club,Olympique Lyonnais,4:2,domestic_league,1
40147,3199593,2019,24. Matchday,2020-02-09,969,618,1,0,5.0,15.0,Michel Der Zakarian,Claude Puel,Stade de la Mosson,14669.0,Amaury Delerue,3-4-1-2,3-4-3,Montpellier HSC,AS Saint-Étienne,1:0,domestic_league,1
40148,3199594,2019,24. Matchday,2020-02-08,2969,995,3,3,17.0,12.0,Stéphane Jobard,Christian Gourcuff,Stade Gaston-Gérard,11780.0,Jérémie Pignard,4-2-3-1,4-4-2,Dijon FCO,Football Club de Nantes,3:3,domestic_league,0
40149,3199595,2019,24. Matchday,2020-02-07,1420,1082,0,2,14.0,4.0,Stéphane Moulin,Christophe Galtier,Stade Raymond Kopa,9145.0,Benoît Bastien,5-4-1,4-4-2,Angers Sporting Club de l'Ouest,Lille Olympique Sporting Club,0:2,domestic_league,-1
40150,3199596,2019,24. Matchday,2020-02-08,1416,162,1,2,19.0,7.0,Luka Elsner,Robert Moreno,Stade Crédit Agricole la Licorne,11683.0,Olivier Thual,4-2-3-1,4-4-1-1,Amiens SC,Association sportive de Monaco Football Club,1:2,domestic_league,-1
40151,3199597,2019,24. Matchday,2020-02-08,417,1160,1,3,11.0,18.0,Patrick Vieira,Bernard Blaquart,Allianz Riviera,15603.0,Antony Gautier,4-3-3 Attacking,4-2-3-1,Olympique Gymnaste Club Nice Côte d'Azur,Nîmes Olympique,1:3,domestic_league,-1
40152,3199598,2019,24. Matchday,2020-02-08,244,415,1,0,2.0,20.0,André Villas-Boas,Denis Zanko,Orange Vélodrome,53995.0,Stéphanie Frappart,4-3-3 Attacking,4-1-4-1,Olympique de Marseille,Toulouse Football Club,1:0,domestic_league,1
40153,3199599,2019,24. Matchday,2020-02-08,347,40,1,2,16.0,8.0,Vincent Hognon,Paulo Sousa,Stade Saint-Symphorien,15054.0,François Letexier,4-3-3 Attacking,4-2-3-1,Football Club de Metz,FC Girondins Bordeaux,1:2,domestic_league,-1
40154,3199600,2019,24. Matchday,2020-02-09,667,1421,3,0,6.0,10.0,Thierry Laurey,David Guion,Stade de la Meinau,25241.0,Thomas Léonard,4-2-3-1,4-3-3 Attacking,Racing Club de Strasbourg Alsace,Stade Reims,3:0,domestic_league,1
40155,3199604,2019,25. Matchday,2020-02-15,1416,583,4,4,19.0,1.0,Luka Elsner,Thomas Tuchel,Stade Crédit Agricole la Licorne,14964.0,Hakim Ben El Hadj,4-2-3-1,4-4-2 double 6,Amiens SC,Paris Saint-Germain Football Club,4:4,domestic_league,0
40156,3199605,2019,25. Matchday,2020-02-15,40,2969,2,2,10.0,18.0,Paulo Sousa,Stéphane Jobard,Matmut Atlantique,13701.0,Mikael Lesage,4-2-3-1,4-2-3-1,FC Girondins Bordeaux,Dijon FCO,2:2,domestic_league,0
40157,3199606,2019,25. Matchday,2020-02-16,3911,618,3,2,13.0,16.0,Olivier Dall'Oglio,Claude Puel,Stade Francis-Le Blé,13399.0,Eric Wattellier,4-3-3 Attacking,4-3-3 Attacking,Stade brestois 29,AS Saint-Étienne,3:2,domestic_league,1
40158,3199607,2019,25. Matchday,2020-02-15,995,347,0,0,12.0,15.0,Christian Gourcuff,Vincent Hognon,Stade de la Beaujoire,20444.0,Jérémy Stinat,4-2-3-1,4-3-3 Attacking,Football Club de Nantes,Football Club de Metz,0:0,domestic_league,0
40159,3199608,2019,25. Matchday,2020-02-15,415,417,0,2,20.0,9.0,Denis Zanko,Patrick Vieira,Stadium Municipal,12903.0,Jérôme Miguelgorry,4-1-4-1,4-4-1-1,Toulouse Football Club,Olympique Gymnaste Club Nice Côte d'Azur,0:2,domestic_league,-1
40160,3199609,2019,25. Matchday,2020-02-16,1041,667,1,1,11.0,7.0,Rudi Garcia,Thierry Laurey,Groupama Stadium,45141.0,Johan Hamel,4-3-3 Attacking,4-3-3,Olympique Lyonnais,Racing Club de Strasbourg Alsace,1:1,domestic_league,0
40161,3199610,2019,25. Matchday,2020-02-14,162,969,1,0,5.0,6.0,Robert Moreno,Michel Der Zakarian,Stade Louis-II,4384.0,Ruddy Buquet,4-3-1-2,3-5-2 flat,Association sportive de Monaco Football Club,Montpellier HSC,1:0,domestic_league,1
40162,3199611,2019,25. Matchday,2020-02-16,1082,244,1,2,4.0,2.0,Christophe Galtier,André Villas-Boas,Decathlon Arena-Stade Pierre-Mauroy,48600.0,Frank Schneider,4-4-2,4-3-3 Attacking,Lille Olympique Sporting Club,Olympique de Marseille,1:2,domestic_league,-1
40163,3199612,2019,25. Matchday,2020-02-15,1160,1420,1,0,17.0,14.0,Bernard Blaquart,Stéphane Moulin,Stade des Costières,12417.0,Karim Abed,4-2-3-1,4-1-4-1,Nîmes Olympique,Angers Sporting Club de l'Ouest,1:0,domestic_league,1
40164,3199613,2019,25. Matchday,2020-02-16,1421,273,1,0,8.0,3.0,David Guion,Julien Stéphan,Stade Auguste-Delaune,13026.0,Florent Batta,4-3-3 Attacking,4-4-2 double 6,Stade Reims,Stade Rennais Football Club,1:0,domestic_league,1
40165,3199619,2019,26. Matchday,2020-02-21,347,1041,0,2,16.0,7.0,Vincent Hognon,Rudi Garcia,Stade Saint-Symphorien,18247.0,Eric Wattellier,4-3-3 Attacking,3-4-1-2,Football Club de Metz,Olympique Lyonnais,0:2,domestic_league,-1
40166,3199620,2019,26. Matchday,2020-02-23,273,1160,2,1,3.0,18.0,Julien Stéphan,Bernard Blaquart,Roazhon Park,28084.0,Stéphanie Frappart,4-4-2 double 6,4-2-3-1,Stade Rennais Football Club,Nîmes Olympique,2:1,domestic_league,1
40167,3199621,2019,26. Matchday,2020-02-21,417,3911,2,2,10.0,13.0,Patrick Vieira,Olivier Dall'Oglio,Allianz Riviera,15856.0,Jérémie Pignard,4-4-1-1,4-4-2,Olympique Gymnaste Club Nice Côte d'Azur,Stade brestois 29,2:2,domestic_league,0
40168,3199622,2019,26. Matchday,2020-02-22,1082,415,3,0,4.0,20.0,Christophe Galtier,Denis Zanko,Decathlon Arena-Stade Pierre-Mauroy,37034.0,Thomas Léonard,4-4-2,4-1-4-1,Lille Olympique Sporting Club,Toulouse Football Club,3:0,domestic_league,1
40169,3199623,2019,26. Matchday,2020-02-22,2969,162,1,1,17.0,5.0,Stéphane Jobard,Robert Moreno,Stade Gaston-Gérard,13657.0,François Letexier,4-2-3-1,4-3-3 Attacking,Dijon FCO,Association sportive de Monaco Football Club,1:1,domestic_league,0
40170,3199624,2019,26. Matchday,2020-02-23,618,1421,1,1,15.0,8.0,Claude Puel,David Guion,Stade Geoffroy-Guichard,24868.0,Benoît Bastien,4-2-3-1,4-3-3 Attacking,AS Saint-Étienne,Stade Reims,1:1,domestic_league,0
40171,3199625,2019,26. Matchday,2020-02-22,244,995,1,3,2.0,11.0,André Villas-Boas,Christian Gourcuff,Orange Vélodrome,60430.0,Jérôme Miguelgorry,4-3-3 Attacking,4-2-3-1,Olympique de Marseille,Football Club de Nantes,1:3,domestic_league,-1
40172,3199626,2019,26. Matchday,2020-02-23,583,40,4,3,1.0,12.0,Thomas Tuchel,Paulo Sousa,Parc des Princes,47771.0,Willy Delajod,4-4-2 double 6,5-4-1,Paris Saint-Germain Football Club,FC Girondins Bordeaux,4:3,domestic_league,1
40173,3199627,2019,26. Matchday,2020-02-22,667,1416,0,0,6.0,19.0,Thierry Laurey,Luka Elsner,Stade de la Meinau,25076.0,Amaury Delerue,4-2-3-1,4-2-3-1,Racing Club de Strasbourg Alsace,Amiens SC,0:0,domestic_league,0
40174,3199628,2019,26. Matchday,2020-02-22,1420,969,1,0,14.0,9.0,Stéphane Moulin,Michel Der Zakarian,Stade Raymond Kopa,9453.0,Antony Gautier,5-3-2,3-4-3,Angers Sporting Club de l'Ouest,Montpellier HSC,1:0,domestic_league,1
40175,3199629,2019,27. Matchday,2020-03-01,1041,618,2,0,5.0,16.0,Rudi Garcia,Claude Puel,Groupama Stadium,52772.0,Frank Schneider,4-3-3 Attacking,4-4-2,Olympique Lyonnais,AS Saint-Étienne,2:0,domestic_league,1
40176,3199630,2019,27. Matchday,2020-02-29,1416,347,0,1,19.0,15.0,Luka Elsner,Vincent Hognon,Stade Crédit Agricole la Licorne,12375.0,Johan Hamel,4-2-3-1,4-3-3 Attacking,Amiens SC,Football Club de Metz,0:1,domestic_league,-1
40177,3199631,2019,27. Matchday,2020-02-29,3911,1420,0,1,14.0,13.0,Olivier Dall'Oglio,Stéphane Moulin,Stade Francis-Le Blé,13313.0,Florent Batta,4-2-3-1,4-1-4-1,Stade brestois 29,Angers Sporting Club de l'Ouest,0:1,domestic_league,-1
40178,3199632,2019,27. Matchday,2020-03-01,40,417,1,1,12.0,9.0,Paulo Sousa,Patrick Vieira,Matmut Atlantique,15799.0,Benoît Millot,4-2-3-1,5-4-1,FC Girondins Bordeaux,Olympique Gymnaste Club Nice Côte d'Azur,1:1,domestic_league,0
40179,3199633,2019,27. Matchday,2020-02-29,583,2969,4,0,1.0,17.0,Thomas Tuchel,Stéphane Jobard,Parc des Princes,47542.0,Karim Abed,4-4-2 double 6,5-4-1,Paris Saint-Germain Football Club,Dijon FCO,4:0,domestic_league,1
40180,3199634,2019,27. Matchday,2020-02-29,415,273,0,2,20.0,3.0,Denis Zanko,Julien Stéphan,Stadium Municipal,13301.0,Jérémy Stinat,4-1-4-1,4-4-2 double 6,Toulouse Football Club,Stade Rennais Football Club,0:2,domestic_league,-1
40181,3199635,2019,27. Matchday,2020-02-29,162,1421,1,1,7.0,8.0,Robert Moreno,David Guion,Stade Louis-II,4237.0,Hakim Ben El Hadj,4-4-2,4-2-3-1,Association sportive de Monaco Football Club,Stade Reims,1:1,domestic_league,0
40182,3199636,2019,27. Matchday,2020-02-28,1160,244,2,3,18.0,2.0,Bernard Blaquart,André Villas-Boas,Stade des Costières,13755.0,Clément Turpin,4-2-3-1,4-2-3-1,Nîmes Olympique,Olympique de Marseille,2:3,domestic_league,-1
40183,3199637,2019,27. Matchday,2020-02-29,969,667,3,0,6.0,10.0,Michel Der Zakarian,Thierry Laurey,Stade de la Mosson,11799.0,Mikael Lesage,3-4-1-2,5-3-2,Montpellier HSC,Racing Club de Strasbourg Alsace,3:0,domestic_league,1
40184,3199638,2019,27. Matchday,2020-03-01,995,1082,0,1,11.0,4.0,Christian Gourcuff,Christophe Galtier,Stade de la Beaujoire,20704.0,Willy Delajod,4-4-2,4-4-2,Football Club de Nantes,Lille Olympique Sporting Club,0:1,domestic_league,-1
40185,3199639,2019,28. Matchday,2020-03-07,417,162,2,1,6.0,9.0,Patrick Vieira,Robert Moreno,Allianz Riviera,21000.0,Amaury Delerue,3-4-3,4-3-1-2,Olympique Gymnaste Club Nice Côte d'Azur,Association sportive de Monaco Football Club,2:1,domestic_league,1
40186,3199641,2019,28. Matchday,2020-03-07,2969,415,2,1,16.0,20.0,Stéphane Jobard,Denis Zanko,Stade Gaston-Gérard,12549.0,Jérôme Brisard,4-4-2 double 6,4-3-3 Attacking,Dijon FCO,Toulouse Football Club,2:1,domestic_league,1
40187,3199642,2019,28. Matchday,2020-03-08,1082,1041,1,0,4.0,7.0,Christophe Galtier,Rudi Garcia,Decathlon Arena-Stade Pierre-Mauroy,40164.0,Benoît Bastien,4-4-2 double 6,3-5-2 flat,Lille Olympique Sporting Club,Olympique Lyonnais,1:0,domestic_league,1
40188,3199643,2019,28. Matchday,2020-03-08,618,40,1,1,17.0,12.0,Claude Puel,Paulo Sousa,Stade Geoffroy-Guichard,24912.0,Thomas Léonard,4-3-3 Attacking,4-2-3-1,AS Saint-Étienne,FC Girondins Bordeaux,1:1,domestic_league,0
40189,3199644,2019,28. Matchday,2020-03-07,1420,995,2,0,10.0,13.0,Stéphane Moulin,Christian Gourcuff,Stade Raymond Kopa,12132.0,Stéphanie Frappart,4-1-4-1,4-2-3-1,Angers Sporting Club de l'Ouest,Football Club de Nantes,2:0,domestic_league,1
40190,3199645,2019,28. Matchday,2020-03-06,244,1416,2,2,2.0,19.0,André Villas-Boas,Luka Elsner,Orange Vélodrome,49748.0,François Letexier,4-2-3-1,4-2-3-1,Olympique de Marseille,Amiens SC,2:2,domestic_league,0
40191,3199646,2019,28. Matchday,2020-03-07,347,1160,2,1,15.0,18.0,Vincent Hognon,Bernard Blaquart,Stade Saint-Symphorien,14797.0,Ruddy Buquet,4-3-3 Attacking,4-4-2 double 6,Football Club de Metz,Nîmes Olympique,2:1,domestic_league,1
40192,3199647,2019,28. Matchday,2020-03-08,273,969,5,0,3.0,8.0,Julien Stéphan,Michel Der Zakarian,Roazhon Park,24818.0,Jérémie Pignard,4-3-3 Attacking,3-4-1-2,Stade Rennais Football Club,Montpellier HSC,5:0,domestic_league,1
40193,3199648,2019,28. Matchday,2020-03-07,1421,3911,1,0,5.0,14.0,David Guion,Olivier Dall'Oglio,Stade Auguste-Delaune,11062.0,Karim Abed,4-2-3-1,4-5-1 flat,Stade Reims,Stade brestois 29,1:0,domestic_league,1
45433,3393959,2020,1. Matchday,2020-09-17,244,618,0,2,19.0,3.0,André Villas-Boas,Claude Puel,Orange Vélodrome,990.0,Ruddy Buquet,4-3-3 Attacking,4-2-3-1,Olympique de Marseille,AS Saint-Étienne,0:2,domestic_league,-1
45434,3393960,2020,1. Matchday,2020-08-22,1082,273,1,1,10.0,11.0,Christophe Galtier,Julien Stéphan,Decathlon Arena-Stade Pierre-Mauroy,3975.0,Clément Turpin,4-3-3 Attacking,4-3-3 Attacking,Lille Olympique Sporting Club,Stade Rennais Football Club,1:1,domestic_league,0
45435,3393961,2020,1. Matchday,2020-09-16,583,347,1,0,7.0,16.0,Thomas Tuchel,Vincent Hognon,Parc des Princes,3352.0,Mikael Lesage,4-3-3 Attacking,3-4-1-2,Paris Saint-Germain Football Club,Football Club de Metz,1:0,domestic_league,1
45436,3393962,2020,1. Matchday,2020-08-23,162,1421,2,2,9.0,8.0,Niko Kovac,David Guion,Stade Louis-II,2933.0,François Letexier,4-3-3 Attacking,4-2-3-1,Association sportive de Monaco Football Club,Stade Reims,2:2,domestic_league,0
45437,3393963,2020,1. Matchday,2020-08-23,417,826,2,1,5.0,15.0,Patrick Vieira,Franck Haise,Allianz Riviera,,Jérôme Miguelgorry,4-3-3 Attacking,3-4-1-2,Olympique Gymnaste Club Nice Côte d'Azur,Racing Club de Lens,2:1,domestic_league,1
45438,3393964,2020,1. Matchday,2020-08-22,2969,1420,0,1,17.0,6.0,Stéphane Jobard,Stéphane Moulin,Stade Gaston-Gérard,4102.0,Eric Wattellier,4-1-4-1,4-1-4-1,Dijon FCO,Angers Sporting Club de l'Ouest,0:1,domestic_league,-1
45439,3393965,2020,1. Matchday,2020-09-15,969,1041,2,1,4.0,14.0,Michel Der Zakarian,Rudi Garcia,Stade de la Mosson,4114.0,François Letexier,3-4-1-2,3-4-1-2,Montpellier HSC,Olympique Lyonnais,2:1,domestic_league,1
45440,3393966,2020,1. Matchday,2020-08-21,40,995,0,0,12.0,13.0,Jean-Louis Gasset,Christian Gourcuff,Matmut Atlantique,4887.0,Benoît Bastien,4-3-3 Attacking,4-2-3-1,FC Girondins Bordeaux,Football Club de Nantes,0:0,domestic_league,0
45441,3393967,2020,1. Matchday,2020-08-23,1158,667,3,1,2.0,18.0,Christophe Pélissier,Thierry Laurey,Stade du Moustoir,4332.0,Johan Hamel,4-2-3-1,4-2-3-1,Football Club Lorient-Bretagne Sud,Racing Club de Strasbourg Alsace,3:1,domestic_league,1
45442,3393968,2020,1. Matchday,2020-08-23,1160,3911,4,0,1.0,20.0,Jérôme Arpinon,Olivier Dall'Oglio,Stade des Costières,2026.0,Jérémie Pignard,4-2-3-1,4-2-3-1,Nîmes Olympique,Stade brestois 29,4:0,domestic_league,1
45443,3394570,2020,2. Matchday,2020-08-29,273,969,2,1,5.0,11.0,Julien Stéphan,Michel Der Zakarian,Roazhon Park,4100.0,Willy Delajod,4-3-3 Attacking,5-4-1,Stade Rennais Football Club,Montpellier HSC,2:1,domestic_league,1
45444,3394571,2020,2. Matchday,2020-08-30,3911,244,2,3,20.0,14.0,Olivier Dall'Oglio,André Villas-Boas,Stade Francis-Le Blé,4819.0,Amaury Delerue,4-4-2 double 6,4-3-3 Attacking,Stade brestois 29,Olympique de Marseille,2:3,domestic_league,-1
45445,3394572,2020,2. Matchday,2020-08-30,1421,1082,0,1,16.0,6.0,David Guion,Christophe Galtier,Stade Auguste-Delaune,3614.0,Stéphanie Frappart,4-3-3 Attacking,4-4-2 double 6,Stade Reims,Lille Olympique Sporting Club,0:1,domestic_league,-1
45446,3394573,2020,2. Matchday,2020-08-30,347,162,0,1,17.0,4.0,Vincent Hognon,Niko Kovac,Stade Saint-Symphorien,4463.0,Jérémy Stinat,4-3-3 Attacking,4-3-3 Attacking,Football Club de Metz,Association sportive de Monaco Football Club,0:1,domestic_league,-1
45447,3394574,2020,2. Matchday,2020-08-29,667,417,0,2,18.0,2.0,Thierry Laurey,Patrick Vieira,Stade de la Meinau,4374.0,Jérôme Brisard,4-2-3-1,4-3-3 Attacking,Racing Club de Strasbourg Alsace,Olympique Gymnaste Club Nice Côte d'Azur,0:2,domestic_league,-1
45448,3394575,2020,2. Matchday,2020-08-30,995,1160,2,1,7.0,8.0,Christian Gourcuff,Jérôme Arpinon,Stade de la Beaujoire,4069.0,Hakim Ben El Hadj,4-2-3-1,4-2-3-1,Football Club de Nantes,Nîmes Olympique,2:1,domestic_league,1
45449,3394576,2020,2. Matchday,2020-08-30,1420,40,0,2,15.0,3.0,Stéphane Moulin,Jean-Louis Gasset,Stade Raymond Kopa,5129.0,Karim Abed,4-1-4-1,4-2-3-1,Angers Sporting Club de l'Ouest,FC Girondins Bordeaux,0:2,domestic_league,-1
45450,3394577,2020,2. Matchday,2020-09-10,826,583,1,0,12.0,13.0,Franck Haise,Thomas Tuchel,Stade Bollaert-Delelis,5067.0,Hakim Ben El Hadj,3-4-1-2,4-3-3 Attacking,Racing Club de Lens,Paris Saint-Germain Football Club,1:0,domestic_league,1
45451,3394578,2020,2. Matchday,2020-08-28,1041,2969,4,1,9.0,19.0,Rudi Garcia,Stéphane Jobard,Groupama Stadium,3706.0,Benoît Millot,3-4-1-2,4-3-3 Attacking,Olympique Lyonnais,Dijon FCO,4:1,domestic_league,1
45452,3394579,2020,2. Matchday,2020-08-30,618,1158,2,0,1.0,10.0,Claude Puel,Christophe Pélissier,Stade Geoffroy-Guichard,3050.0,Florent Batta,4-2-3-1,4-2-3-1,AS Saint-Étienne,Football Club Lorient-Bretagne Sud,2:0,domestic_league,1
45453,3394580,2020,3. Matchday,2020-09-13,1158,826,2,3,14.0,6.0,Christophe Pélissier,Franck Haise,Stade du Moustoir,4968.0,Aurélien Petit,4-3-3 Attacking,3-4-1-2,Football Club Lorient-Bretagne Sud,Racing Club de Lens,2:3,domestic_league,-1
45454,3394581,2020,3. Matchday,2020-09-12,618,667,2,0,1.0,19.0,Claude Puel,Thierry Laurey,Stade Geoffroy-Guichard,4300.0,Eric Wattellier,4-2-3-1,5-4-1,AS Saint-Étienne,Racing Club de Strasbourg Alsace,2:0,domestic_league,1
45455,3394582,2020,3. Matchday,2020-09-13,583,244,0,1,15.0,8.0,Thomas Tuchel,André Villas-Boas,Parc des Princes,3904.0,Jérôme Brisard,4-3-3 Attacking,4-3-3 Attacking,Paris Saint-Germain Football Club,Olympique de Marseille,0:1,domestic_league,-1
45456,3394583,2020,3. Matchday,2020-09-11,40,1041,0,0,10.0,11.0,Jean-Louis Gasset,Rudi Garcia,Matmut Atlantique,4428.0,Ruddy Buquet,4-2-3-1,3-4-1-2,FC Girondins Bordeaux,Olympique Lyonnais,0:0,domestic_league,0
45457,3394584,2020,3. Matchday,2020-09-13,1420,1421,1,0,9.0,17.0,Stéphane Moulin,David Guion,Stade Raymond Kopa,5348.0,Benoît Bastien,4-1-4-1,4-4-2,Angers Sporting Club de l'Ouest,Stade Reims,1:0,domestic_league,1
45458,3394585,2020,3. Matchday,2020-09-13,1160,273,2,4,13.0,2.0,Jérôme Arpinon,Julien Stéphan,Stade des Costières,3467.0,Mikael Lesage,4-2-3-1,4-3-3 Attacking,Nîmes Olympique,Stade Rennais Football Club,2:4,domestic_league,-1
45459,3394586,2020,3. Matchday,2020-09-12,969,417,3,1,5.0,7.0,Michel Der Zakarian,Patrick Vieira,Stade de la Mosson,3252.0,Antony Gautier,3-4-1-2,4-3-3 Attacking,Montpellier HSC,Olympique Gymnaste Club Nice Côte d'Azur,3:1,domestic_league,1
45460,3394587,2020,3. Matchday,2020-09-13,2969,3911,0,2,20.0,16.0,Stéphane Jobard,Olivier Dall'Oglio,Stade Gaston-Gérard,4340.0,Bastien Dechepy,4-3-1-2,4-2-3-1,Dijon FCO,Stade brestois 29,0:2,domestic_league,-1
45461,3394588,2020,3. Matchday,2020-09-13,1082,347,1,0,4.0,18.0,Christophe Galtier,Vincent Hognon,Decathlon Arena-Stade Pierre-Mauroy,4162.0,Jérémie Pignard,4-4-2 double 6,4-1-4-1,Lille Olympique Sporting Club,Football Club de Metz,1:0,domestic_league,1
45462,3394589,2020,3. Matchday,2020-09-13,162,995,2,1,3.0,12.0,Niko Kovac,Christian Gourcuff,Stade Louis-II,2864.0,Clément Turpin,4-4-2 double 6,4-2-3-1,Association sportive de Monaco Football Club,Football Club de Nantes,2:1,domestic_league,1
45463,3394590,2020,4. Matchday,2020-09-20,347,1421,2,1,17.0,19.0,Vincent Hognon,David Guion,Stade Saint-Symphorien,5000.0,Johan Hamel,4-3-3 Attacking,4-3-3 Attacking,Football Club de Metz,Stade Reims,2:1,domestic_league,1
45464,3394591,2020,4. Matchday,2020-09-20,667,2969,1,0,18.0,20.0,Thierry Laurey,Stéphane Jobard,Stade de la Meinau,4392.0,Florent Batta,4-4-2 Diamond,4-3-3 Attacking,Racing Club de Strasbourg Alsace,Dijon FCO,1:0,domestic_league,1
45465,3394592,2020,4. Matchday,2020-09-20,244,1082,1,1,7.0,5.0,André Villas-Boas,Christophe Galtier,Orange Vélodrome,938.0,Hakim Ben El Hadj,4-3-3 Attacking,4-4-2 double 6,Olympique de Marseille,Lille Olympique Sporting Club,1:1,domestic_league,0
45466,3394593,2020,4. Matchday,2020-09-20,417,583,0,3,10.0,8.0,Patrick Vieira,Thomas Tuchel,Allianz Riviera,,Benoît Bastien,4-1-4-1,4-4-2 double 6,Olympique Gymnaste Club Nice Côte d'Azur,Paris Saint-Germain Football Club,0:3,domestic_league,-1
45467,3394594,2020,4. Matchday,2020-09-20,969,1420,4,1,3.0,11.0,Michel Der Zakarian,Stéphane Moulin,Stade de la Mosson,3538.0,Stéphanie Frappart,3-4-1-2,5-4-1 Diamond,Montpellier HSC,Angers Sporting Club de l'Ouest,4:1,domestic_league,1
45468,3394595,2020,4. Matchday,2020-09-18,1041,1160,0,0,12.0,15.0,Rudi Garcia,Jérôme Arpinon,Groupama Stadium,4385.0,Amaury Delerue,4-2-3-1,4-3-3 Attacking,Olympique Lyonnais,Nîmes Olympique,0:0,domestic_league,0
45469,3394596,2020,4. Matchday,2020-09-20,995,618,2,2,14.0,1.0,Christian Gourcuff,Claude Puel,Stade de la Beaujoire,5000.0,Antony Gautier,4-2-3-1,4-3-3 Attacking,Football Club de Nantes,AS Saint-Étienne,2:2,domestic_league,0
45470,3394597,2020,4. Matchday,2020-09-19,273,162,2,1,2.0,6.0,Julien Stéphan,Niko Kovac,Roazhon Park,4986.0,Jérôme Miguelgorry,4-3-3 Attacking,4-3-3 Attacking,Stade Rennais Football Club,Association sportive de Monaco Football Club,2:1,domestic_league,1
45471,3394598,2020,4. Matchday,2020-09-20,3911,1158,3,2,9.0,16.0,Olivier Dall'Oglio,Christophe Pélissier,Stade Francis-Le Blé,4553.0,Karim Abed,4-2-3-1,4-2-3-1,Stade brestois 29,Football Club Lorient-Bretagne Sud,3:2,domestic_league,1
45472,3394599,2020,4. Matchday,2020-09-19,826,40,2,1,4.0,13.0,Franck Haise,Jean-Louis Gasset,Stade Bollaert-Delelis,4871.0,Benoît Millot,3-4-1-2,4-2-3-1,Racing Club de Lens,FC Girondins Bordeaux,2:1,domestic_league,1
45473,3394600,2020,5. Matchday,2020-09-27,162,667,3,2,5.0,18.0,Niko Kovac,Thierry Laurey,Stade Louis-II,1400.0,Jérémie Pignard,4-3-3 Attacking,4-4-2 Diamond,Association sportive de Monaco Football Club,Racing Club de Strasbourg Alsace,3:2,domestic_league,1
45474,3394601,2020,5. Matchday,2020-09-26,618,273,0,3,4.0,1.0,Claude Puel,Julien Stéphan,Stade Geoffroy-Guichard,,Benoît Bastien,4-4-2 double 6,4-3-3 Attacking,AS Saint-Étienne,Stade Rennais Football Club,0:3,domestic_league,-1
45475,3394602,2020,5. Matchday,2020-09-26,244,347,1,1,9.0,17.0,André Villas-Boas,Vincent Hognon,Orange Vélodrome,500.0,Eric Wattellier,4-3-3 Attacking,4-3-3 Attacking,Olympique de Marseille,Football Club de Metz,1:1,domestic_league,0
45476,3394603,2020,5. Matchday,2020-09-27,1421,583,0,2,19.0,7.0,David Guion,Thomas Tuchel,Stade Auguste-Delaune,4988.0,Ruddy Buquet,4-1-4-1,4-1-4-1,Stade Reims,Paris Saint-Germain Football Club,0:2,domestic_league,-1
45477,3394604,2020,5. Matchday,2020-09-27,1158,1041,1,1,16.0,11.0,Christophe Pélissier,Rudi Garcia,Stade du Moustoir,4977.0,Clément Turpin,5-4-1,5-4-1,Football Club Lorient-Bretagne Sud,Olympique Lyonnais,1:1,domestic_league,0
