game_id,date,home_club_id,away_club_id,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_name,away_club_name,competition_type
4635026,2025-08-29,826,3911,Pierre Sage,Éric Roy,Stade Bollaert-Delelis,37232.0,Abdelatif Kherradji,Racing Club de Lens,Stade brestois 29,domestic_league
4635027,2025-08-30,995,290,Luís Castro,Christophe Pélissier,Stade de la Beaujoire,28784.0,Stéphanie Frappart,Football Club de Nantes,Association de la Jeunesse auxerroise,domestic_league
4635028,2025-08-31,1420,273,Alexandre Dujeux,Habib Beye,Stade Raymond-Kopa,11512.0,Marc Bollengier,Angers Sporting Club de l'Ouest,Stade Rennais Football Club,domestic_league
4635029,2025-08-31,10004,347,Stéphane Gilli,Stéphane Le Mignan,Stade Jean Bouin,17345.0,Gaël Angoula,Paris Football Club,Football Club de Metz,domestic_league
4635030,2025-08-31,738,417,Didier Digard,Franck Haise,Stade Océane,16513.0,Jérôme Brisard,Le Havre Athletic Club,Olympique Gymnaste Club Nice Côte d'Azur,domestic_league
4635031,2025-08-30,1158,1082,Olivier Pantaloni,Bruno Génésio,Stade du Moustoir,15512.0,Romain Lissorgue,Football Club Lorient-Bretagne Sud,Lille Olympique Sporting Club,domestic_league
4635032,2025-08-31,1041,244,Paulo Fonseca,Roberto De Zerbi,Groupama Stadium,52095.0,François Letexier,Olympique Lyonnais,Olympique de Marseille,domestic_league
4635033,2025-09-12,244,1158,Roberto De Zerbi,Olivier Pantaloni,Orange Vélodrome,64098.0,Thomas Léonard,Olympique de Marseille,Football Club Lorient-Bretagne Sud,domestic_league
4635034,2025-09-14,583,826,Luis Enrique,Pierre Sage,Parc des Princes,47642.0,Jérémie Pignard,Paris Saint-Germain Football Club,Racing Club de Lens,domestic_league
4635035,2025-09-13,290,162,Christophe Pélissier,Adi Hütter,Stade de l'Abbé-Deschamps,16703.0,Romain Lissorgue,Association de la Jeunesse auxerroise,Association sportive de Monaco Football Club,domestic_league
4635036,2025-09-13,417,995,Franck Haise,Luís Castro,Allianz Riviera,20096.0,Guillaume Paradis,Olympique Gymnaste Club Nice Côte d'Azur,Football Club de Nantes,domestic_league
4635037,2025-09-14,347,1420,Stéphane Le Mignan,Alexandre Dujeux,Stade Saint-Symphorien,21107.0,Benoît Millot,Football Club de Metz,Angers Sporting Club de l'Ouest,domestic_league
4635038,2025-09-14,3911,10004,Éric Roy,Stéphane Gilli,Stade Francis-Le Blé,14594.0,Bastien Dechepy,Stade brestois 29,Paris Football Club,domestic_league
4635039,2025-09-14,667,738,Liam Rosenior,Didier Digard,Stade de la Meinau,22250.0,Willy Delajod,Racing Club de Strasbourg Alsace,Le Havre Athletic Club,domestic_league
4635040,2025-09-14,1082,415,Bruno Génésio,Carles Martínez,Decathlon Arena-Stade Pierre-Mauroy,42576.0,Jérémy Stinat,Lille Olympique Sporting Club,Toulouse Football Club,domestic_league
4635041,2025-09-14,273,1041,Habib Beye,Paulo Fonseca,Roazhon Park,27392.0,Ruddy Buquet,Stade Rennais Football Club,Olympique Lyonnais,domestic_league
4635042,2025-09-20,826,1082,Pierre Sage,Bruno Génésio,Stade Bollaert-Delelis,38223.0,Eric Wattellier,Racing Club de Lens,Lille Olympique Sporting Club,domestic_league
4635043,2025-09-20,995,273,Luís Castro,Habib Beye,Stade de la Beaujoire,31337.0,Mathieu Vernice,Football Club de Nantes,Stade Rennais Football Club,domestic_league
4635044,2025-09-21,10004,667,Stéphane Gilli,Liam Rosenior,Stade Jean Bouin,17912.0,François Letexier,Paris Football Club,Racing Club de Strasbourg Alsace,domestic_league
4635045,2025-09-20,3911,417,Éric Roy,Franck Haise,Stade Francis-Le Blé,14158.0,Benoît Bastien,Stade brestois 29,Olympique Gymnaste Club Nice Côte d'Azur,domestic_league
4635046,2025-09-21,290,415,Christophe Pélissier,Carles Martínez,Stade de l'Abbé-Deschamps,15562.0,Marc Bollengier,Association de la Jeunesse auxerroise,Toulouse Football Club,domestic_league
4635047,2025-09-21,738,1158,Didier Digard,Olivier Pantaloni,Stade Océane,17483.0,Abdelatif Kherradji,Le Havre Athletic Club,Football Club Lorient-Bretagne Sud,domestic_league
